Mapping_ID_Emp_Id,Skillset,Skill_Id
360,proof reading,946
360,seo optimization,947
360,hindi,948
360,malayalam,949
360,search engine visibility,950
360,business writing,951
360,newsletter content management,952
360,social media/blog writing,953
362,database testing,954
364,certified black belt,955
364,agile scrum master,956
364,lean practionaire,957
364,quality professional,958
364,training expert,959
368,functional requirements,960
368,broadband networks,961
371,job scheduling,962
371,ms sql,963
373,system integration testing,964
374,es6,965
374,blockchain,966
374,solidity,967
375,performance tuning,968
375,oracle 9i,969
375,oracle 11g,970
375,oracle 10g,971
375,sql tuning,972
378,ansible,973
378,ubuntu,974
378,shell scripts,975
382,microcontrollers,976
382,simulations,977
382,scada,978
382,vhdl,979
384,operating systems,980
384,itsm,981
384,client services,982
384,service desk management,983
384,critical incident stress management,984
384,major incident management,985
384,it infrastructure management,986
385,pdh,987
385,ethernet over sdh,988
385,atm networks,989
385,cramer,990
385,metasolv,991
386,test cases,992
386,agile testing,993
386,system testing,994
386,performance testing,995
386,pega prpc,996
388,itil operations,997
388,service management,998
388,offshore operations,999
388,test strategy,1000
388,process management,1001
388,order fulfillment,1002
388,it & business strategy alignment,1003
388,system monitoring,1004
389,content marketing,1005
390,public relations,1006
390,media relations,1007
390,analyst relations,1008
391,client relationship building,1009
391,business consulting,1010
391,product strategy,1011
392,selenium testing,1012
392,qa manual testing,1013
393,strategic planning skills,1014
393,strong analytical skills,1015
393,problem solving skills,1016
393,auto hot key,1017
396,people development,1018
398,component testing,1019
398,api testing,1020
398,defect life cycle,1021
398,report preparation,1022
398,test design,1023
399,wordpress,1024
399,drawing,1025
399,painting,1026
399,html 5,1027
399,joomla,1028
399,lamp,1029
399,jquery ui,1030
399,magento,1031
399,moodle,1032
399,opencart,1033
399,html ,1034
399,css and javascript,1035
399,php & mysql,1036
402,poem writting,1037
403,data entry,1038
403,program development,1039
403,netbeans,1040
403,microsoft azure,1041
403,enterprise javabeans (ejb),1042
403,ooad,1043
403,object-relational mapping (orm),1044
403,peer mentoring,1045
403,zoho creator,1046
405,sun certified java programmer,1047
408,nx,1048
408,storybook,1049
411,jmeter,1050
411,apm,1051
417,cisco certified network professional,1052
419,obrm,1053
422,app,1054
423,storage,1055
423,storage area network (san),1056
423,emc storage,1057
423,virtualization,1058
423,datacenter,1059
423,emcisa,1060
423,hp storage,1061
423,brocade fibre switches,1062
425,after effects,1063
425,adobe premiere pro,1064
428,jms,1065
428,linux scripting,1066
428,tomcat 5,1067
428,oracle service bus,1068
428,amdocs clarify,1069
428,openshift,1070
432,tableau admin,1071
432,teradata data warehouse,1072
433,testng,1073
433,cucumber,1074
434,mainframe,1075
435,tabaleu,1076
436,uft,1077
436,ui automation,1078
436,sikuli,1079
437,angular 8,1080
437,maven,1081
437,zuul api gateway,1082
437,single sign-on (sso),1083
437,ldap,1084
438,dreamweaver,1085
438,unity3d,1086
438,janusgraph,1087
441,user experience (ux),1088
444,tamil,1089
444,trading,1090
444,analytical,1091
444,good communication,1092
448,cisco networking,1093
448,network monitoring tools,1094
449,computer science,1095
449,network marketing,1096
449,entertainment,1097
449,sap sd,1098
449,sap hybris,1099
449,sap crm,1100
449,sap-sd,1101
449,sap functional consultants,1102
449,sap brim,1103
451,ado.net,1104
451,entity framework,1105
452,openstack,1106
452,network function virtualization,1107
454,amazon web services (aws),1108
456,pentaho,1109
459,vmware vsphere,1110
459,vmware workstation,1111
463,linq,1112
463,language integrated query (linq),1113
466,business,1114
466,supervised learning,1115
466,unsupervised learning,1116
466,time series analysis,1117
468,angular 4,1118
468,ejb,1119
468,c# 4.0,1120
468,silverlight,1121
468,windows phone,1122
470,unit testing,1123
470,appium,1124
470,sonarqube,1125
470,mobile application development,1126
471,bmc remedy ar system,1127
471,bmc remedy administration,1128
471,srm,1129
473,electronics,1130
473,embedded software,1131
473,labview,1132
473,ni labview,1133
473,creavitiy and self confidence,1134
475,linux system administration,1135
475,cloud applications,1136
475,domain name system (dns),1137
475,amazon route 53,1138
475,topaz,1139
475,high performance computing (hpc),1140
475,splunk,1141
475,apigee trace,1142
475,vugen,1143
475,comptia network+,1144
475,amazon redshift,1145
475,amazon ec2,1146
476,consumer services,1147
476,senior associate,1148
479,database administration,1149
479,xslt,1150
479,tomcat,1151
479,database systems,1152
480,continuous integration,1153
480,continuous delivery,1154
480,bash,1155
484,scss,1156
486,affiliate marketing,1157
486,raspberry pi,1158
487,api automation and manual,1159
487,api automation,1160
488,watson,1161
488,ssis,1162
488,nosql,1163
488,talend,1164
488,content based image retrieval (cbir),1165
488,classification,1166
488,clustering,1167
488,msbi,1168
488,web scraping,1169
489,ucce,1170
489,cisco uccx,1171
489,cisco ucce,1172
489,cisco call manager,1173
489,cisco pcce,1174
489,cisco ipt,1175
490,automation developer,1176
491,computer hardware,1177
492,machine learning algorithms,1178
492,rdbms,1179
494,data warehousing,1180
494,data architecture,1181
494,postgresql,1182
494,aws lambda,1183
494,aws glue,1184
494,amazon s3,1185
494,amazon athena,1186
494,business intelligence tools,1187
494,teradata sql,1188
494,greenplum,1189
494,amazon dynamodb,1190
494,mariadb,1191
494,software architectural design,1192
495,mssql,1193
497,user stories,1194
497,process assessment,1195
499,neural networks,1196
500,amdocs crm,1197
502,salesforce.com consulting,1198
506,job control language (jcl),1199
506,ibm mainframe,1200
506,sql db2,1201
506,cics,1202
509,vas,1203
509,gprs,1204
510,offboarding,1205
512,leaflet,1206
512,arcgis server,1207
513,telecom bss/oss,1208
513,charging systems,1209
514,restful webservices,1210
514,sdn/nfv,1211
515,model-view-controller (mvc),1212
518,kaizen,1213
521,qlikview,1214
521,qlik nprinting,1215
521,qlikview development,1216
521,qlikview administration,1217
522,etl testing,1218
522,dwh,1219
523,red hat linux,1220
523,centos,1221
523,samba,1222
525,websphere application server,1223
525,junit,1224
525,jboss application server,1225
525,servlets,1226
526,red hat certified engineer (rhce),1227
527,demand generation,1228
527,consultative sales,1229
527,solution sales,1230
527,enterprise software sales,1231
527,needs analysis,1232
527,strategic sales planning,1233
528,problem management,1234
528,configuration management,1235
528,bmc patrol,1236
528,service level management,1237
534,store operations,1238
534,relationship management,1239
534,virtual teams,1240
534,business case,1241
535,business partner hr,1242
535,hr generalist,1243
535,credit,1244
535,credit risk,1245
535,facilitation,1246
535,stakeholder engagement,1247
535,strengthsfinder,1248
536,customer engagement,1249
536,offshore software development,1250
536,growing revenue,1251
537,data virtualization,1252
537,m6 (aka mss,1253
537,metasolv solution),1254
537,offshore management,1255
537,corporate blogging,1256
538,kt,1257
539,bid preparation,1258
540,react native,1259
540,ruby on rails,1260
540,golang,1261
540,groovy,1262
540,hypertext transfer protocol (http),1263
541,macros,1264
542,strategic alliances,1265
542,enterprise solution sales,1266
542,gtm,1267
542,program management professional,1268
542,sales channel development,1269
549,hp application lifecycle management,1270
556,etl,1271
560,vmware infrastructure,1272
563,e commerce testing,1273
564,web hosting,1274
566,electronics hardware design,1275
566,electronics technology,1276
566,wideband code division multiple access (wcdma),1277
566,wireless networking,1278
566,creative problem solving,1279
566,supervisory skills,1280
566,radio frequency (rf) engineering,1281
566,rf design,1282
566,rf test,1283
566,drive testing,1284
566,electronics manufacturing,1285
566,man management,1286
567,jira administration,1287
571,os x,1288
571,servers,1289
571,ssl certificates,1290
571,cpanel,1291
571,dns management,1292
571,secure sockets layer (ssl),1293
571,whm,1294
573,rman,1295
573,oracle rac,1296
573,data guard,1297
573,oracle enterprise manager,1298
573,oracle certified dba,1299
574,project managers,1300
574,ayehu eyeshare,1301
574,ginger,1302
576,android development,1303
579,backup & recovery systems,1304
579,commvault,1305
579,cdp,1306
579,pure storage flasharray,1307
579,hitachi storage,1308
579,hpdp,1309
584,life sciences,1310
584,siebel,1311
584,rqm,1312
585,cloud,1313
585,onap,1314
585,osgi,1315
588,billing systems,1316
589,java message service (jms),1317
591,microsoft power bi,1318
591,tortoise svn,1319
591,spl,1320
598,angular material,1321
598,salesforce.com,1322
598,java swing,1323
599,microsoft dynamics crm,1324
599,business operations analyst,1325
599,sql server reporting services (ssrs),1326
599,telecom analyst,1327
599,amdocs,1328
599,contact center management,1329
599,contact center technology,1330
599,contact center operations,1331
602,mpls vpn,1332
602,hsrp,1333
604,functional design,1334
604,business intelligence (bi),1335
604,google analytics,1336
604,microsoft azure machine learning,1337
604,knime,1338
604,artificial neural networks,1339
636,dynamic host configuration protocol (dhcp),1340
637,system administration,1341
637,seo,1342
637,azure administrator,1343
637,crimping,1344
639,sap business software,1345
639,rr connect,1346
640,asp.net core,1347
640,blazor,1348
640,web api,1349
640,back-end web development,1350
640,cross-platform development,1351
644,food & beverage,1352
644,software,1353
645,eigrp,1354
646,tuxedo,1355
647,store management,1356
647,mcitp,1357
647,windows 7,1358
647,logical volume manager (lvm),1359
647,nfs,1360
647,iscsi,1361
647,rhel,1362
647,field service engineering,1363
647,computer hardware installation,1364
647,network address translation (nat),1365
647,selinux,1366
647,virtualbox,1367
647,red hat enterprise linux (rhel),1368
647,ticketing,1369
648,vbscript,1370
650,dj,1371
650,decision making,1372
650,dutch,1373
652,unix administration,1374
653,vss,1375
654,disaster recovery,1376
654,oracle e-business suite,1377
659,product innovation,1378
659,design,1379
659,sound design,1380
659,music production,1381
659,robotics,1382
659,psychology,1383
659,sap businessobjects,1384
659,creativity skills,1385
659,logical approach,1386
660,lean six sigma,1387
660,iso standards,1388
663,sql server,1389
664,it hardware support,1390
664,computer hardware troubleshooting,1391
665,employement based immigration,1392
666,pyspark,1393
667,\uf0fc\tintegrated receiver/decoder: ericsson/tandberg,1394
667,cisco/scientific atlanta,1395
667,harm,1396
667,\uf0fc\tencoder: harmonic electra 9240,1397
667,electra x,1398
667,divicom electra 5422,1399
667,\uf0fc\tmultiplexer: harmonic prostream 9100/9000/1000,1400
667,\uf0fc\tnms: harmonic’s nmx digital service manager,1401
